class	variable	value
LTR/Gypsy_2	Histoplasma capsulatum WGS_S14	0
LTR/Gypsy_3	Histoplasma capsulatum WGS_S14	0
DNAauto/Helitron	Histoplasma capsulatum WGS_S14	0
DNAnona/Helitron	Histoplasma capsulatum WGS_S14	0
LTR/Solo	Histoplasma capsulatum WGS_S14	0
MITE/DTA	Histoplasma capsulatum WGS_S14	0
Satellite	Histoplasma capsulatum WGS_S14	0
DNA/DTA	Histoplasma capsulatum WGS_S16	0
DNA/DTC	Histoplasma capsulatum WGS_S16	6.89e-4
DNA/DTH	Histoplasma capsulatum WGS_S16	0
DNA/DTM	Histoplasma capsulatum WGS_S16	0.001368934
DNA/DTT	Histoplasma capsulatum WGS_S16	2.6e-5
DNA/Helitron	Histoplasma capsulatum WGS_S16	0.001957062
LINE/unknown	Histoplasma capsulatum WGS_S16	9.23e-4
LTR/Copia	Histoplasma capsulatum WGS_S16	1.77e-4
LTR/Gypsy	Histoplasma capsulatum WGS_S16	4.12e-4
LTR/unknown	Histoplasma capsulatum WGS_S16	5.98e-4
Low_complexity	Histoplasma capsulatum WGS_S16	0.003305066
MITE/DTM	Histoplasma capsulatum WGS_S16	3.12e-4
Simple_repeat	Histoplasma capsulatum WGS_S16	0.012792026
TIR/Tc1_Mariner	Histoplasma capsulatum WGS_S16	5.5e-4
Unknown	Histoplasma capsulatum WGS_S16	0.030279372
MITE/DTC	Histoplasma capsulatum WGS_S16	0
MITE/DTH	Histoplasma capsulatum WGS_S16	0
MITE/DTT	Histoplasma capsulatum WGS_S16	0
LTR/TRIM	Histoplasma capsulatum WGS_S16	2.82e-6
TIR/PiggyBac	Histoplasma capsulatum WGS_S16	0
LTR/Copia_1	Histoplasma capsulatum WGS_S16	0
LTR/Copia_2	Histoplasma capsulatum WGS_S16	0
LTR/Copia_4	Histoplasma capsulatum WGS_S16	0
LTR/Gypsy_1	Histoplasma capsulatum WGS_S16	0
LTR/Gypsy_2	Histoplasma capsulatum WGS_S16	0
LTR/Gypsy_3	Histoplasma capsulatum WGS_S16	0
DNAauto/Helitron	Histoplasma capsulatum WGS_S16	0
DNAnona/Helitron	Histoplasma capsulatum WGS_S16	0
LTR/Solo	Histoplasma capsulatum WGS_S16	0
MITE/DTA	Histoplasma capsulatum WGS_S16	0
Satellite	Histoplasma capsulatum WGS_S16	0
DNA/DTA	Blastomyces parvus UAMH130	0
DNA/DTC	Blastomyces parvus UAMH130	2.59e-4
DNA/DTH	Blastomyces parvus UAMH130	0
DNA/DTM	Blastomyces parvus UAMH130	2.53e-4
DNA/DTT	Blastomyces parvus UAMH130	9.95e-5
DNA/Helitron	Blastomyces parvus UAMH130	0
LINE/unknown	Blastomyces parvus UAMH130	0
LTR/Copia	Blastomyces parvus UAMH130	1.24e-5
LTR/Gypsy	Blastomyces parvus UAMH130	3.57e-4
LTR/unknown	Blastomyces parvus UAMH130	0.014113069
Low_complexity	Blastomyces parvus UAMH130	0.003511761
MITE/DTM	Blastomyces parvus UAMH130	3.09e-6
Simple_repeat	Blastomyces parvus UAMH130	0.014632126
TIR/Tc1_Mariner	Blastomyces parvus UAMH130	0
Unknown	Blastomyces parvus UAMH130	0.00281262
MITE/DTC	Blastomyces parvus UAMH130	2.21e-5
MITE/DTH	Blastomyces parvus UAMH130	0
MITE/DTT	Blastomyces parvus UAMH130	4.42e-6
LTR/TRIM	Blastomyces parvus UAMH130	0
TIR/PiggyBac	Blastomyces parvus UAMH130	0
LTR/Copia_1	Blastomyces parvus UAMH130	0
LTR/Copia_2	Blastomyces parvus UAMH130	0
LTR/Copia_4	Blastomyces parvus UAMH130	0
LTR/Gypsy_1	Blastomyces parvus UAMH130	0
LTR/Gypsy_2	Blastomyces parvus UAMH130	0
LTR/Gypsy_3	Blastomyces parvus UAMH130	0
DNAauto/Helitron	Blastomyces parvus UAMH130	0
DNAnona/Helitron	Blastomyces parvus UAMH130	0
LTR/Solo	Blastomyces parvus UAMH130	0
MITE/DTA	Blastomyces parvus UAMH130	0
Satellite	Blastomyces parvus UAMH130	0
